Algo,M,N,K,TotalGPUs,ExecutionTime,GFlops,ALoc,BLoc,CLoc
PARALiA,12288,12288,12288,4,0.052766,70326.456224,0,1,2
PARALiA,12288,12288,12288,4,0.052772,70318.513035,0,1,2
PARALiA,12288,12288,12288,4,0.052996,70021.145717,0,1,2
PARALiA,12288,12288,12288,4,0.052784,70302.632038,0,1,2
PARALiA,12288,12288,12288,4,0.052789,70295.964158,0,1,2
PARALiA,12288,12288,12288,4,0.052811,70266.767397,0,1,2
PARALiA,12288,12288,12288,4,0.053141,69830.455124,0,1,2
PARALiA,12288,12288,12288,4,0.053118,69860.544596,0,1,2
PARALiA,12288,12288,12288,4,0.053324,69590.669249,0,1,2
PARALiA,12288,12288,12288,4,0.053608,69222.053619,0,1,2
PARALiA,12288,12288,12288,4,0.053564,69279.054905,0,1,2
PARALiA,12288,12288,12288,4,0.053325,69589.424675,0,1,2
PARALiA,12288,12288,12288,4,0.053331,69581.336028,0,1,2
PARALiA,12288,12288,12288,4,0.052873,70184.385779,0,1,2
PARALiA,12288,12288,12288,4,0.053415,69472.012963,0,1,2
PARALiA,12288,12288,12288,4,0.052920,70121.778459,0,1,2
PARALiA,12288,12288,12288,4,0.052822,70252.178109,0,1,2
PARALiA,12288,12288,12288,4,0.053158,69807.905025,0,1,2
PARALiA,12288,12288,12288,4,0.052864,70196.414114,0,1,2
PARALiA,12288,12288,12288,4,0.053344,69564.542539,0,1,2
PARALiA,12288,12288,12288,4,0.053332,69580.091788,0,1,2
PARALiA,12288,12288,12288,4,0.052913,70130.941236,0,1,2
PARALiA,12288,12288,12288,4,0.053317,69599.693742,0,1,2
PARALiA,12288,12288,12288,4,0.053141,69830.455124,0,1,2
PARALiA,12288,12288,12288,4,0.053346,69562.055304,0,1,2
PARALiA,12288,12288,12288,4,0.053321,69594.403238,0,1,2
PARALiA,12288,12288,12288,4,0.053124,69852.706299,0,1,2
PARALiA,12288,12288,12288,4,0.053337,69573.560257,0,1,2
PARALiA,12288,12288,12288,4,0.053344,69564.542539,0,1,2
PARALiA,12288,12288,12288,4,0.053186,69771.292159,0,1,2
PARALiA,12288,12288,12288,4,0.053324,69590.669249,0,1,2
PARALiA,12288,12288,12288,4,0.053144,69826.382501,0,1,2
PARALiA,12288,12288,12288,4,0.053376,69522.904800,0,1,2
PARALiA,12288,12288,12288,4,0.053320,69595.959185,0,1,2
PARALiA,12288,12288,12288,4,0.052998,70018.625724,0,1,2
PARALiA,12288,12288,12288,4,0.052830,70241.081622,0,1,2
PARALiA,12288,12288,12288,4,0.053121,69856.468462,0,1,2
PARALiA,13312,13312,13312,4,0.083516,56492.506980,0,1,2
PARALiA,13312,13312,13312,4,0.080908,58313.369154,0,1,2
PARALiA,13312,13312,13312,4,0.066952,70468.727900,0,1,2
PARALiA,13312,13312,13312,4,0.067403,69997.123412,0,1,2
PARALiA,13312,13312,13312,4,0.067816,69570.901391,0,1,2
PARALiA,13312,13312,13312,4,0.067994,69388.672604,0,1,2
PARALiA,13312,13312,13312,4,0.067624,69768.599653,0,1,2
PARALiA,13312,13312,13312,4,0.067797,69590.473949,0,1,2
PARALiA,13312,13312,13312,4,0.068102,69278.628638,0,1,2
PARALiA,13312,13312,13312,4,0.067892,69492.965173,0,1,2
PARALiA,13312,13312,13312,4,0.067881,69504.436969,0,1,2
PARALiA,13312,13312,13312,4,0.068100,69280.811543,0,1,2
PARALiA,13312,13312,13312,4,0.068098,69282.752019,0,1,2
PARALiA,13312,13312,13312,4,0.068128,69252.444497,0,1,2
PARALiA,13312,13312,13312,4,0.068511,68865.159463,0,1,2
PARALiA,13312,13312,13312,4,0.069380,68002.573059,0,1,2
PARALiA,13312,13312,13312,4,0.069074,68303.718660,0,1,2
PARALiA,13312,13312,13312,4,0.068407,68970.046468,0,1,2
PARALiA,13312,13312,13312,4,0.068501,68875.226277,0,1,2
PARALiA,13312,13312,13312,4,0.068495,68881.219826,0,1,2
PARALiA,13312,13312,13312,4,0.068301,69076.941313,0,1,2
PARALiA,13312,13312,13312,4,0.068473,68903.524989,0,1,2
PARALiA,13312,13312,13312,4,0.068503,68873.068855,0,1,2
PARALiA,13312,13312,13312,4,0.068312,69065.851238,0,1,2
PARALiA,13312,13312,13312,4,0.068516,68860.127159,0,1,2
PARALiA,13312,13312,13312,4,0.068266,69112.163849,0,1,2
PARALiA,13312,13312,13312,4,0.068546,68829.948775,0,1,2
PARALiA,13312,13312,13312,4,0.068465,68911.443197,0,1,2
PARALiA,13312,13312,13312,4,0.068285,69093.100621,0,1,2
PARALiA,13312,13312,13312,4,0.068491,68885.296035,0,1,2
PARALiA,13312,13312,13312,4,0.068746,68629.909595,0,1,2
PARALiA,13312,13312,13312,4,0.068474,68902.325419,0,1,2
PARALiA,13312,13312,13312,4,0.068499,68877.383835,0,1,2
PARALiA,13312,13312,13312,4,0.068310,69067.779691,0,1,2
PARALiA,13312,13312,13312,4,0.068470,68906.404127,0,1,2
PARALiA,13312,13312,13312,4,0.068515,68861.085637,0,1,2
PARALiA,13312,13312,13312,4,0.068673,68702.820014,0,1,2
PARALiA,13312,13312,13312,4,0.068879,68497.115828,0,1,2
PARALiA,13312,13312,13312,4,0.068262,69116.508841,0,1,2
PARALiA,13312,13312,13312,4,0.068492,68884.336884,0,1,2
PARALiA,13312,13312,13312,4,0.068518,68857.970683,0,1,2
PARALiA,13312,13312,13312,4,0.068267,69111.198369,0,1,2
PARALiA,13312,13312,13312,4,0.068564,68811.998006,0,1,2
PARALiA,13312,13312,13312,4,0.068489,68887.214418,0,1,2
PARALiA,13312,13312,13312,4,0.068509,68867.316390,0,1,2
PARALiA,13312,13312,13312,4,0.068512,68864.200872,0,1,2
PARALiA,13312,13312,13312,4,0.068563,68812.955144,0,1,2
PARALiA,13312,13312,13312,4,0.068484,68892.250682,0,1,2
PARALiA,13312,13312,13312,4,0.068636,68739.810903,0,1,2
PARALiA,14336,14336,14336,4,0.098356,59911.897791,0,1,2
PARALiA,14336,14336,14336,4,0.088037,66934.291179,0,1,2
PARALiA,14336,14336,14336,4,0.088891,66291.223903,0,1,2
PARALiA,14336,14336,14336,4,0.088664,66461.104044,0,1,2
PARALiA,14336,14336,14336,4,0.088889,66292.646354,0,1,2
PARALiA,14336,14336,14336,4,0.088677,66451.097505,0,1,2
PARALiA,14336,14336,14336,4,0.088672,66454.849604,0,1,2
PARALiA,14336,14336,14336,4,0.088882,66297.981092,0,1,2
PARALiA,14336,14336,14336,4,0.088565,66535.353664,0,1,2
PARALiA,14336,14336,14336,4,0.089069,66158.848004,0,1,2
PARALiA,14336,14336,14336,4,0.088900,66284.468091,0,1,2
PARALiA,14336,14336,14336,4,0.088722,66417.526154,0,1,2
PARALiA,14336,14336,14336,4,0.088896,66287.490258,0,1,2
PARALiA,14336,14336,14336,4,0.089292,65993.502996,0,1,2
PARALiA,14336,14336,14336,4,0.088976,66227.986546,0,1,2
PARALiA,14336,14336,14336,4,0.090000,65474.279328,0,1,2
PARALiA,14336,14336,14336,4,0.088652,66470.041000,0,1,2
PARALiA,14336,14336,14336,4,0.088926,66265.097216,0,1,2
PARALiA,14336,14336,14336,4,0.088721,66418.418570,0,1,2
PARALiA,14336,14336,14336,4,0.088950,66247.158160,0,1,2
PARALiA,14336,14336,14336,4,0.089870,65569.118737,0,1,2
PARALiA,14336,14336,14336,4,0.088599,66509.750129,0,1,2
PARALiA,14336,14336,14336,4,0.089130,66113.366329,0,1,2
PARALiA,14336,14336,14336,4,0.088753,66394.331752,0,1,2
PARALiA,14336,14336,14336,4,0.088905,66280.735207,0,1,2
PARALiA,14336,14336,14336,4,0.089211,66053.468550,0,1,2
PARALiA,14336,14336,14336,4,0.089649,65730.768068,0,1,2
PARALiA,14336,14336,14336,4,0.089908,65541.472324,0,1,2
PARALiA,14336,14336,14336,4,0.088995,66213.792503,0,1,2
PARALiA,14336,14336,14336,4,0.089905,65543.558033,0,1,2
PARALiA,14336,14336,14336,4,0.089023,66193.044667,0,1,2
PARALiA,14336,14336,14336,4,0.088721,66418.240085,0,1,2
PARALiA,14336,14336,14336,4,0.089001,66209.358112,0,1,2
PARALiA,14336,14336,14336,4,0.088696,66436.986261,0,1,2
PARALiA,14336,14336,14336,4,0.089924,65529.829559,0,1,2
PARALiA,14336,14336,14336,4,0.088974,66229.406285,0,1,2
PARALiA,14336,14336,14336,4,0.088721,66418.240085,0,1,2
PARALiA,14336,14336,14336,4,0.089886,65557.292260,0,1,2
PARALiA,14336,14336,14336,4,0.088823,66342.114495,0,1,2
PARALiA,14336,14336,14336,4,0.089863,65574.163680,0,1,2
PARALiA,14336,14336,14336,4,0.089161,66090.560569,0,1,2
PARALiA,14336,14336,14336,4,0.089449,65877.760718,0,1,2
PARALiA,14336,14336,14336,4,0.089743,65661.965455,0,1,2
PARALiA,14336,14336,14336,4,0.088655,66467.717160,0,1,2
PARALiA,14336,14336,14336,4,0.090022,65458.326063,0,1,2
PARALiA,14336,14336,14336,4,0.088851,66321.108212,0,1,2
PARALiA,14336,14336,14336,4,0.089666,65718.358979,0,1,2
PARALiA,14336,14336,14336,4,0.089199,66062.296206,0,1,2
PARALiA,14336,14336,14336,4,0.089442,65882.853268,0,1,2
PARALiA,15360,15360,15360,4,0.120494,60150.295089,0,1,2
PARALiA,15360,15360,15360,4,0.115910,62529.280392,0,1,2
PARALiA,15360,15360,15360,4,0.107283,67557.297212,0,1,2
PARALiA,15360,15360,15360,4,0.107929,67153.016289,0,1,2
PARALiA,15360,15360,15360,4,0.107687,67303.922946,0,1,2
PARALiA,15360,15360,15360,4,0.108507,66795.200928,0,1,2
PARALiA,15360,15360,15360,4,0.108657,66703.158566,0,1,2
PARALiA,15360,15360,15360,4,0.108623,66723.948491,0,1,2
PARALiA,15360,15360,15360,4,0.108733,66656.501647,0,1,2
PARALiA,15360,15360,15360,4,0.109424,66235.611364,0,1,2
PARALiA,15360,15360,15360,4,0.109845,65981.723258,0,1,2
PARALiA,15360,15360,15360,4,0.108978,66506.589522,0,1,2
PARALiA,15360,15360,15360,4,0.108402,66859.987738,0,1,2
PARALiA,15360,15360,15360,4,0.108772,66632.686466,0,1,2
PARALiA,15360,15360,15360,4,0.108862,66577.378247,0,1,2
PARALiA,15360,15360,15360,4,0.108456,66826.623737,0,1,2
PARALiA,15360,15360,15360,4,0.108649,66708.135256,0,1,2
PARALiA,15360,15360,15360,4,0.108806,66611.661440,0,1,2
PARALiA,15360,15360,15360,4,0.108428,66843.962982,0,1,2
PARALiA,15360,15360,15360,4,0.109108,66427.240791,0,1,2
PARALiA,15360,15360,15360,4,0.109114,66423.612140,0,1,2
PARALiA,15360,15360,15360,4,0.109019,66481.572773,0,1,2
PARALiA,15360,15360,15360,4,0.108922,66540.799832,0,1,2
PARALiA,15360,15360,15360,4,0.108452,66829.268125,0,1,2
PARALiA,15360,15360,15360,4,0.109806,66005.075310,0,1,2
PARALiA,15360,15360,15360,4,0.108680,66688.964443,0,1,2
PARALiA,15360,15360,15360,4,0.108289,66929.762823,0,1,2
PARALiA,15360,15360,15360,4,0.108636,66716.040936,0,1,2
PARALiA,15360,15360,15360,4,0.108553,66767.033641,0,1,2
PARALiA,15360,15360,15360,4,0.109478,66202.867445,0,1,2
PARALiA,15360,15360,15360,4,0.109094,66435.951170,0,1,2
PARALiA,15360,15360,15360,4,0.109106,66428.547202,0,1,2
PARALiA,15360,15360,15360,4,0.109060,66456.720121,0,1,2
PARALiA,15360,15360,15360,4,0.109064,66454.105133,0,1,2
PARALiA,15360,15360,15360,4,0.109148,66403.008923,0,1,2
PARALiA,15360,15360,15360,4,0.108997,66495.096934,0,1,2
PARALiA,15360,15360,15360,4,0.108445,66833.528968,0,1,2
PARALiA,15360,15360,15360,4,0.109810,66002.639048,0,1,2
PARALiA,15360,15360,15360,4,0.108641,66712.966282,0,1,2
PARALiA,15360,15360,15360,4,0.109159,66396.337381,0,1,2
PARALiA,15360,15360,15360,4,0.108782,66626.406770,0,1,2
PARALiA,15360,15360,15360,4,0.108766,66636.191927,0,1,2
PARALiA,15360,15360,15360,4,0.109802,66007.511752,0,1,2
PARALiA,15360,15360,15360,4,0.108811,66608.742347,0,1,2
PARALiA,15360,15360,15360,4,0.108593,66742.406745,0,1,2
PARALiA,15360,15360,15360,4,0.109125,66417.081568,0,1,2
PARALiA,15360,15360,15360,4,0.109094,66435.951170,0,1,2
PARALiA,15360,15360,15360,4,0.109071,66449.892530,0,1,2
PARALiA,15360,15360,15360,4,0.108928,66537.158764,0,1,2
PARALiA,16384,16384,16384,4,0.122734,71667.899833,0,1,2
PARALiA,16384,16384,16384,4,0.123816,71041.643041,0,1,2
PARALiA,16384,16384,16384,4,0.123814,71042.874235,0,1,2
PARALiA,16384,16384,16384,4,0.123830,71033.572941,0,1,2
PARALiA,16384,16384,16384,4,0.123823,71037.676152,0,1,2
PARALiA,16384,16384,16384,4,0.123834,71031.384755,0,1,2
PARALiA,16384,16384,16384,4,0.124608,70590.092199,0,1,2
PARALiA,16384,16384,16384,4,0.125297,70202.038973,0,1,2
PARALiA,16384,16384,16384,4,0.124841,70458.381439,0,1,2
PARALiA,16384,16384,16384,4,0.124975,70382.839862,0,1,2
PARALiA,16384,16384,16384,4,0.125137,70291.653531,0,1,2
PARALiA,16384,16384,16384,4,0.125117,70303.038899,0,1,2
PARALiA,16384,16384,16384,4,0.124891,70430.135191,0,1,2
PARALiA,16384,16384,16384,4,0.124720,70526.669421,0,1,2
PARALiA,16384,16384,16384,4,0.124594,70597.926748,0,1,2
PARALiA,16384,16384,16384,4,0.124990,70374.381774,0,1,2
PARALiA,16384,16384,16384,4,0.125121,70300.627572,0,1,2
PARALiA,16384,16384,16384,4,0.125104,70310.139878,0,1,2
PARALiA,16384,16384,16384,4,0.124829,70465.244661,0,1,2
PARALiA,16384,16384,16384,4,0.124979,70380.557321,0,1,2
PARALiA,16384,16384,16384,4,0.124789,70487.727712,0,1,2
PARALiA,16384,16384,16384,4,0.125590,70038.116093,0,1,2
PARALiA,16384,16384,16384,4,0.125098,70313.623901,0,1,2
PARALiA,16384,16384,16384,4,0.125146,70286.564795,0,1,2
PARALiA,16384,16384,16384,4,0.124929,70408.763807,0,1,2
PARALiA,16384,16384,16384,4,0.124764,70501.871109,0,1,2
PARALiA,16384,16384,16384,4,0.124790,70487.054358,0,1,2
PARALiA,16384,16384,16384,4,0.125710,69971.301293,0,1,2
PARALiA,16384,16384,16384,4,0.125108,70307.996035,0,1,2
PARALiA,16384,16384,16384,4,0.125132,70294.466044,0,1,2
PARALiA,16384,16384,16384,4,0.124926,70410.376289,0,1,2
PARALiA,16384,16384,16384,4,0.124597,70596.440752,0,1,2
PARALiA,16384,16384,16384,4,0.124832,70463.360506,0,1,2
PARALiA,16384,16384,16384,4,0.125127,70297.278782,0,1,2
PARALiA,16384,16384,16384,4,0.125200,70256.315420,0,1,2
PARALiA,16384,16384,16384,4,0.125414,70136.511162,0,1,2
PARALiA,16384,16384,16384,4,0.124987,70376.126927,0,1,2
PARALiA,16384,16384,16384,4,0.124736,70517.637581,0,1,2
PARALiA,16384,16384,16384,4,0.124843,70457.304976,0,1,2
PARALiA,16384,16384,16384,4,0.125135,70292.724938,0,1,2
PARALiA,16384,16384,16384,4,0.125113,70305.182440,0,1,2
PARALiA,16384,16384,16384,4,0.124917,70415.482970,0,1,2
PARALiA,16384,16384,16384,4,0.125946,69840.168682,0,1,2
PARALiA,16384,16384,16384,4,0.124846,70455.421246,0,1,2
PARALiA,16384,16384,16384,4,0.124919,70414.407818,0,1,2
PARALiA,16384,16384,16384,4,0.126044,69785.873049,0,1,2
PARALiA,16384,16384,16384,4,0.125235,70236.787627,0,1,2
PARALiA,16384,16384,16384,4,0.124884,70434.168983,0,1,2
PARALiA,16384,16384,16384,4,0.124655,70563.494729,0,1,2
PARALiA,20480,20480,20480,4,0.237170,72436.946326,0,1,2
PARALiA,20480,20480,20480,4,0.239193,71824.308683,0,1,2
PARALiA,20480,20480,20480,4,0.240505,71432.488333,0,1,2
PARALiA,20480,20480,20480,4,0.240499,71434.258697,0,1,2
PARALiA,20480,20480,20480,4,0.240692,71377.014207,0,1,2
PARALiA,20480,20480,20480,4,0.240173,71531.195967,0,1,2
PARALiA,20480,20480,20480,4,0.240385,71468.124943,0,1,2
PARALiA,20480,20480,20480,4,0.241052,71270.412334,0,1,2
PARALiA,20480,20480,20480,4,0.240554,71417.903873,0,1,2
PARALiA,20480,20480,20480,4,0.241500,71138.203891,0,1,2
PARALiA,20480,20480,20480,4,0.241556,71121.703541,0,1,2
PARALiA,20480,20480,20480,4,0.241142,71243.776380,0,1,2
PARALiA,20480,20480,20480,4,0.240556,71417.337606,0,1,2
PARALiA,20480,20480,20480,4,0.240707,71372.489511,0,1,2
PARALiA,20480,20480,20480,4,0.242841,70745.338749,0,1,2
PARALiA,20480,20480,20480,4,0.240834,71334.900164,0,1,2
PARALiA,20480,20480,20480,4,0.241897,71021.461930,0,1,2
PARALiA,20480,20480,20480,4,0.241847,71036.094992,0,1,2
PARALiA,20480,20480,20480,4,0.241749,71064.888609,0,1,2
PARALiA,20480,20480,20480,4,0.241724,71072.248386,0,1,2
PARALiA,20480,20480,20480,4,0.241688,71082.835120,0,1,2
PARALiA,20480,20480,20480,4,0.241256,71210.122372,0,1,2
PARALiA,20480,20480,20480,4,0.241546,71124.651978,0,1,2
PARALiA,20480,20480,20480,4,0.241190,71229.620924,0,1,2
PARALiA,20480,20480,20480,4,0.241198,71227.227025,0,1,2
PARALiA,20480,20480,20480,4,0.241460,71149.934326,0,1,2
PARALiA,20480,20480,20480,4,0.242299,70903.567572,0,1,2
PARALiA,20480,20480,20480,4,0.241204,71225.466908,0,1,2
PARALiA,20480,20480,20480,4,0.241006,71283.949336,0,1,2
PARALiA,20480,20480,20480,4,0.241889,71023.772013,0,1,2
PARALiA,20480,20480,20480,4,0.241788,71053.396387,0,1,2
PARALiA,20480,20480,20480,4,0.241893,71022.651954,0,1,2
PARALiA,20480,20480,20480,4,0.241771,71058.441295,0,1,2
PARALiA,20480,20480,20480,4,0.241684,71084.027201,0,1,2
PARALiA,20480,20480,20480,4,0.241699,71079.609688,0,1,2
PARALiA,20480,20480,20480,4,0.241689,71082.554636,0,1,2
PARALiA,20480,20480,20480,4,0.241513,71134.341421,0,1,2
PARALiA,20480,20480,20480,4,0.241184,71231.381247,0,1,2
PARALiA,20480,20480,20480,4,0.241213,71222.791696,0,1,2
PARALiA,20480,20480,20480,4,0.241373,71175.586174,0,1,2
PARALiA,20480,20480,20480,4,0.241406,71165.885493,0,1,2
PARALiA,20480,20480,20480,4,0.242207,70930.508262,0,1,2
PARALiA,20480,20480,20480,4,0.240812,71341.468378,0,1,2
PARALiA,20480,20480,20480,4,0.242353,70887.803504,0,1,2
PARALiA,20480,20480,20480,4,0.241952,71005.295558,0,1,2
PARALiA,20480,20480,20480,4,0.241912,71016.982198,0,1,2
PARALiA,20480,20480,20480,4,0.241997,70992.073999,0,1,2
PARALiA,20480,20480,20480,4,0.241938,71009.423931,0,1,2
PARALiA,20480,20480,20480,4,0.241777,71056.689509,0,1,2
PARALiA,24576,24576,24576,4,0.412191,72021.958173,0,1,2
PARALiA,24576,24576,24576,4,0.413999,71707.439308,0,1,2
PARALiA,24576,24576,24576,4,0.414336,71649.135914,0,1,2
PARALiA,24576,24576,24576,4,0.414440,71631.164760,0,1,2
PARALiA,24576,24576,24576,4,0.414631,71598.172431,0,1,2
PARALiA,24576,24576,24576,4,0.415787,71399.094404,0,1,2
PARALiA,24576,24576,24576,4,0.415509,71446.863930,0,1,2
PARALiA,24576,24576,24576,4,0.416370,71299.133006,0,1,2
PARALiA,24576,24576,24576,4,0.415903,71379.161544,0,1,2
PARALiA,24576,24576,24576,4,0.415336,71476.639523,0,1,2
PARALiA,24576,24576,24576,4,0.416112,71343.334955,0,1,2
PARALiA,24576,24576,24576,4,0.455807,65130.232456,0,1,2
PARALiA,24576,24576,24576,4,0.427820,69390.903233,0,1,2
PARALiA,24576,24576,24576,4,0.426459,69612.378667,0,1,2
PARALiA,24576,24576,24576,4,0.415445,71457.852582,0,1,2
PARALiA,24576,24576,24576,4,0.415394,71466.670549,0,1,2
PARALiA,24576,24576,24576,4,0.416153,71336.304735,0,1,2
PARALiA,24576,24576,24576,4,0.416067,71351.020735,0,1,2
PARALiA,24576,24576,24576,4,0.416176,71332.381493,0,1,2
PARALiA,24576,24576,24576,4,0.416288,71313.180181,0,1,2
PARALiA,24576,24576,24576,4,0.415357,71472.988012,0,1,2
PARALiA,24576,24576,24576,4,0.417005,71190.536154,0,1,2
PARALiA,24576,24576,24576,4,0.419870,70704.751901,0,1,2
PARALiA,24576,24576,24576,4,0.416333,71305.461717,0,1,2
PARALiA,24576,24576,24576,4,0.416138,71338.879596,0,1,2
PARALiA,24576,24576,24576,4,0.416006,71361.530040,0,1,2
PARALiA,24576,24576,24576,4,0.416145,71337.653449,0,1,2
PARALiA,24576,24576,24576,4,0.416196,71328.949010,0,1,2
PARALiA,24576,24576,24576,4,0.416248,71320.001591,0,1,2
PARALiA,24576,24576,24576,4,0.416255,71318.816941,0,1,2
PARALiA,24576,24576,24576,4,0.416230,71323.106377,0,1,2
PARALiA,24576,24576,24576,4,0.416127,71340.759772,0,1,2
PARALiA,24576,24576,24576,4,0.416352,71302.235976,0,1,2
PARALiA,24576,24576,24576,4,0.446499,66487.957834,0,1,2
PARALiA,24576,24576,24576,4,0.415049,71526.033091,0,1,2
PARALiA,24576,24576,24576,4,0.416988,71193.466854,0,1,2
PARALiA,24576,24576,24576,4,0.428103,69345.031504,0,1,2
PARALiA,24576,24576,24576,4,0.416072,71350.162135,0,1,2
PARALiA,24576,24576,24576,4,0.417152,71165.431570,0,1,2
PARALiA,24576,24576,24576,4,0.416042,71355.314046,0,1,2
PARALiA,24576,24576,24576,4,0.416282,71314.201267,0,1,2
PARALiA,24576,24576,24576,4,0.416204,71327.559766,0,1,2
PARALiA,24576,24576,24576,4,0.416162,71334.751733,0,1,2
PARALiA,24576,24576,24576,4,0.416233,71322.575276,0,1,2
PARALiA,24576,24576,24576,4,0.416281,71314.323800,0,1,2
PARALiA,24576,24576,24576,4,0.415354,71473.521356,0,1,2
PARALiA,24576,24576,24576,4,0.416086,71347.790871,0,1,2
PARALiA,24576,24576,24576,4,0.416225,71323.964326,0,1,2
PARALiA,24576,24576,24576,4,0.416054,71353.269548,0,1,2
PARALiA,28672,28672,28672,4,0.654964,71975.808116,0,1,2
PARALiA,28672,28672,28672,4,0.655027,71968.891854,0,1,2
PARALiA,28672,28672,28672,4,0.655673,71897.972155,0,1,2
PARALiA,28672,28672,28672,4,0.658313,71609.642321,0,1,2
PARALiA,28672,28672,28672,4,0.656892,71764.546754,0,1,2
PARALiA,28672,28672,28672,4,0.658117,71630.992841,0,1,2
PARALiA,28672,28672,28672,4,0.657009,71751.760005,0,1,2
PARALiA,28672,28672,28672,4,0.657237,71726.876675,0,1,2
PARALiA,28672,28672,28672,4,0.659073,71527.058245,0,1,2
PARALiA,28672,28672,28672,4,0.658344,71606.296917,0,1,2
PARALiA,28672,28672,28672,4,0.662703,71135.272347,0,1,2
PARALiA,28672,28672,28672,4,0.657549,71692.859229,0,1,2
PARALiA,28672,28672,28672,4,0.657320,71717.823011,0,1,2
PARALiA,28672,28672,28672,4,0.657591,71688.284421,0,1,2
PARALiA,28672,28672,28672,4,0.658529,71586.153303,0,1,2
PARALiA,28672,28672,28672,4,0.672683,70079.905396,0,1,2
PARALiA,28672,28672,28672,4,0.657502,71697.980588,0,1,2
PARALiA,28672,28672,28672,4,0.657560,71691.637490,0,1,2
PARALiA,28672,28672,28672,4,0.657482,71700.138537,0,1,2
PARALiA,28672,28672,28672,4,0.657279,71722.297525,0,1,2
PARALiA,28672,28672,28672,4,0.657559,71691.741467,0,1,2
PARALiA,28672,28672,28672,4,0.657606,71686.646990,0,1,2
PARALiA,28672,28672,28672,4,0.658999,71535.106210,0,1,2
PARALiA,28672,28672,28672,4,0.657627,71684.333920,0,1,2
PARALiA,28672,28672,28672,4,0.657308,71719.149698,0,1,2
PARALiA,28672,28672,28672,4,0.658161,71626.192405,0,1,2
PARALiA,28672,28672,28672,4,0.657278,71722.401590,0,1,2
PARALiA,28672,28672,28672,4,0.659508,71479.893745,0,1,2
PARALiA,28672,28672,28672,4,0.656894,71764.338380,0,1,2
PARALiA,28672,28672,28672,4,0.657350,71714.571534,0,1,2
PARALiA,28672,28672,28672,4,0.659145,71519.244911,0,1,2
PARALiA,28672,28672,28672,4,0.673178,70028.378846,0,1,2
PARALiA,28672,28672,28672,4,0.656820,71772.413780,0,1,2
PARALiA,28672,28672,28672,4,0.658122,71630.421944,0,1,2
PARALiA,28672,28672,28672,4,0.656872,71766.734760,0,1,2
PARALiA,28672,28672,28672,4,0.657469,71701.568574,0,1,2
PARALiA,28672,28672,28672,4,0.657169,71734.293017,0,1,2
PARALiA,28672,28672,28672,4,0.657617,71685.451452,0,1,2
PARALiA,28672,28672,28672,4,0.657479,71700.476541,0,1,2
PARALiA,28672,28672,28672,4,0.657307,71719.253754,0,1,2
PARALiA,28672,28672,28672,4,0.658485,71590.948374,0,1,2
PARALiA,28672,28672,28672,4,0.658584,71580.192760,0,1,2
PARALiA,28672,28672,28672,4,0.657520,71696.004749,0,1,2
PARALiA,28672,28672,28672,4,0.657151,71736.270967,0,1,2
PARALiA,28672,28672,28672,4,0.657561,71691.559509,0,1,2
PARALiA,28672,28672,28672,4,0.657099,71741.945166,0,1,2
PARALiA,28672,28672,28672,4,0.657597,71687.608647,0,1,2
PARALiA,28672,28672,28672,4,0.657964,71647.604720,0,1,2
PARALiA,28672,28672,28672,4,0.657704,71675.940551,0,1,2
PARALiA,32768,32768,32768,4,0.973610,72276.098659,0,1,2
PARALiA,32768,32768,32768,4,0.976923,72031.004468,0,1,2
PARALiA,32768,32768,32768,4,0.979510,71840.773812,0,1,2
PARALiA,32768,32768,32768,4,0.976802,72039.918228,0,1,2
PARALiA,32768,32768,32768,4,0.978077,71946.021497,0,1,2
PARALiA,32768,32768,32768,4,0.995624,70678.026600,0,1,2
PARALiA,32768,32768,32768,4,0.977199,72010.653500,0,1,2
PARALiA,32768,32768,32768,4,0.977902,71958.896508,0,1,2
PARALiA,32768,32768,32768,4,0.977548,71984.941268,0,1,2
PARALiA,32768,32768,32768,4,0.978811,71892.063264,0,1,2
PARALiA,32768,32768,32768,4,0.996769,70596.846017,0,1,2
PARALiA,32768,32768,32768,4,0.978073,71946.319640,0,1,2
PARALiA,32768,32768,32768,4,0.978015,71950.581601,0,1,2
PARALiA,32768,32768,32768,4,0.979393,71849.343207,0,1,2
PARALiA,32768,32768,32768,4,0.978036,71949.038116,0,1,2
PARALiA,32768,32768,32768,4,0.977502,71988.329876,0,1,2
PARALiA,32768,32768,32768,4,0.978447,71918.813203,0,1,2
PARALiA,32768,32768,32768,4,0.978082,71945.635668,0,1,2
PARALiA,32768,32768,32768,4,0.977726,71971.828780,0,1,2
PARALiA,32768,32768,32768,4,0.978473,71916.885561,0,1,2
PARALiA,32768,32768,32768,4,0.978565,71910.139628,0,1,2
PARALiA,32768,32768,32768,4,0.977861,71961.896662,0,1,2
PARALiA,32768,32768,32768,4,0.978677,71901.906048,0,1,2
PARALiA,32768,32768,32768,4,0.978782,71894.199725,0,1,2
PARALiA,32768,32768,32768,4,0.978269,71931.888847,0,1,2
PARALiA,32768,32768,32768,4,0.978593,71908.089816,0,1,2
PARALiA,32768,32768,32768,4,0.979745,71823.518805,0,1,2
PARALiA,32768,32768,32768,4,0.977856,71962.282665,0,1,2
PARALiA,32768,32768,32768,4,0.979078,71872.455786,0,1,2
PARALiA,32768,32768,32768,4,0.978591,71908.229970,0,1,2
