Algo,M,N,K,TotalGPUs,ExecutionTime,GFlops,ALoc,BLoc,CLoc
PARALiA,32768,32768,32768,4,0.989669,71103.306425,0,1,2
PARALiA,32768,32768,32768,4,0.994260,70774.987460,0,1,2
PARALiA,32768,32768,32768,4,0.978500,71914.922977,0,1,2
PARALiA,32768,32768,32768,4,0.978261,71932.484902,0,1,2
PARALiA,32768,32768,32768,4,0.980564,71763.549202,0,1,2
PARALiA,32768,32768,32768,4,0.978532,71912.557505,0,1,2
PARALiA,32768,32768,32768,4,0.979816,71818.328192,0,1,2
PARALiA,32768,32768,32768,4,0.979274,71858.072101,0,1,2
PARALiA,32768,32768,32768,4,0.978339,71926.752672,0,1,2
PARALiA,32768,32768,32768,4,0.979270,71858.369515,0,1,2
PARALiA,32768,32768,32768,4,0.978266,71932.116749,0,1,2
PARALiA,32768,32768,32768,4,0.979720,71825.354050,0,1,2
PARALiA,32768,32768,32768,4,0.994545,70754.712343,0,1,2
PARALiA,32768,32768,32768,4,0.978293,71930.135804,0,1,2
PARALiA,32768,32768,32768,4,0.978593,71908.089816,0,1,2
PARALiA,32768,32768,32768,4,0.978563,71910.297311,0,1,2
PARALiA,32768,32768,32768,4,0.978985,71879.282176,0,1,2
PARALiA,32768,32768,32768,4,0.978964,71880.840175,0,1,2
PARALiA,32768,32768,32768,4,0.978745,71896.914264,0,1,2
PARALiA,36864,36864,36864,4,1.386749,72250.273823,0,1,2
PARALiA,36864,36864,36864,4,1.387403,72216.217107,0,1,2
PARALiA,36864,36864,36864,4,1.389334,72115.848112,0,1,2
PARALiA,36864,36864,36864,4,1.389009,72132.719919,0,1,2
PARALiA,36864,36864,36864,4,1.388211,72174.184056,0,1,2
PARALiA,36864,36864,36864,4,1.389865,72088.298313,0,1,2
PARALiA,36864,36864,36864,4,1.393192,71916.154003,0,1,2
PARALiA,36864,36864,36864,4,1.402404,71443.743805,0,1,2
PARALiA,36864,36864,36864,4,1.388691,72149.240398,0,1,2
PARALiA,36864,36864,36864,4,1.391312,72013.314246,0,1,2
PARALiA,36864,36864,36864,4,1.388914,72137.660409,0,1,2
PARALiA,36864,36864,36864,4,1.390257,72067.961840,0,1,2
PARALiA,36864,36864,36864,4,1.389587,72102.720054,0,1,2
PARALiA,36864,36864,36864,4,1.389143,72125.762282,0,1,2
PARALiA,36864,36864,36864,4,1.389760,72093.739802,0,1,2
PARALiA,36864,36864,36864,4,1.402354,71446.294544,0,1,2
PARALiA,36864,36864,36864,4,1.389221,72121.714595,0,1,2
PARALiA,36864,36864,36864,4,1.390819,72038.843187,0,1,2
PARALiA,36864,36864,36864,4,1.390790,72040.349812,0,1,2
PARALiA,36864,36864,36864,4,1.390353,72062.993820,0,1,2
PARALiA,36864,36864,36864,4,1.391132,72022.632434,0,1,2
PARALiA,36864,36864,36864,4,1.394028,71873.018900,0,1,2
PARALiA,36864,36864,36864,4,1.389522,72106.085133,0,1,2
PARALiA,36864,36864,36864,4,1.416064,70754.579069,0,1,2
PARALiA,36864,36864,36864,4,1.390765,72041.646547,0,1,2
PARALiA,36864,36864,36864,4,1.391253,72016.374789,0,1,2
PARALiA,36864,36864,36864,4,1.389829,72090.165641,0,1,2
PARALiA,36864,36864,36864,4,1.390877,72035.842474,0,1,2
PARALiA,36864,36864,36864,4,1.391515,72002.814119,0,1,2
PARALiA,36864,36864,36864,4,1.394776,71834.466233,0,1,2
PARALiA,36864,36864,36864,4,1.391132,72022.632434,0,1,2
PARALiA,36864,36864,36864,4,1.403135,71406.535886,0,1,2
PARALiA,36864,36864,36864,4,1.391745,71990.923431,0,1,2
PARALiA,36864,36864,36864,4,1.403800,71372.700042,0,1,2
PARALiA,36864,36864,36864,4,1.390274,72067.084354,0,1,2
PARALiA,36864,36864,36864,4,1.390742,72042.832175,0,1,2
PARALiA,36864,36864,36864,4,1.390745,72042.683969,0,1,2
PARALiA,36864,36864,36864,4,1.389962,72083.265667,0,1,2
PARALiA,36864,36864,36864,4,1.390677,72046.204017,0,1,2
PARALiA,36864,36864,36864,4,1.391122,72023.150868,0,1,2
PARALiA,36864,36864,36864,4,1.390925,72033.360593,0,1,2
PARALiA,36864,36864,36864,4,1.390597,72050.342057,0,1,2
PARALiA,36864,36864,36864,4,1.392843,71934.163795,0,1,2
PARALiA,36864,36864,36864,4,1.395584,71792.888537,0,1,2
PARALiA,36864,36864,36864,4,1.391358,72010.944972,0,1,2
PARALiA,36864,36864,36864,4,1.391922,71981.761400,0,1,2
PARALiA,36864,36864,36864,4,1.403209,71402.762632,0,1,2
PARALiA,36864,36864,36864,4,1.390374,72061.906385,0,1,2
PARALiA,36864,36864,36864,4,1.390149,72073.560952,0,1,2
PARALiA,40960,40960,40960,4,1.886808,72842.039062,0,1,2
PARALiA,40960,40960,40960,4,1.891032,72679.338524,0,1,2
PARALiA,40960,40960,40960,4,1.890000,72719.028138,0,1,2
PARALiA,40960,40960,40960,4,1.890923,72683.526396,0,1,2
PARALiA,40960,40960,40960,4,1.894505,72546.101348,0,1,2
PARALiA,40960,40960,40960,4,1.892604,72618.975024,0,1,2
PARALiA,40960,40960,40960,4,1.891584,72658.131661,0,1,2
PARALiA,40960,40960,40960,4,1.891840,72648.297344,0,1,2
PARALiA,40960,40960,40960,4,1.892426,72625.800142,0,1,2
PARALiA,40960,40960,40960,4,1.891557,72659.166525,0,1,2
PARALiA,40960,40960,40960,4,1.902473,72242.263324,0,1,2
PARALiA,40960,40960,40960,4,1.892828,72610.376837,0,1,2
PARALiA,40960,40960,40960,4,1.891829,72648.718498,0,1,2
PARALiA,40960,40960,40960,4,1.890920,72683.645533,0,1,2
PARALiA,40960,40960,40960,4,1.890873,72685.441799,0,1,2
PARALiA,40960,40960,40960,4,1.893251,72594.155590,0,1,2
PARALiA,40960,40960,40960,4,1.892518,72622.277635,0,1,2
PARALiA,40960,40960,40960,4,1.893148,72598.105080,0,1,2
PARALiA,40960,40960,40960,4,1.892729,72614.172594,0,1,2
PARALiA,40960,40960,40960,4,1.893798,72573.190268,0,1,2
PARALiA,40960,40960,40960,4,1.891385,72665.770202,0,1,2
PARALiA,40960,40960,40960,4,1.906852,72076.360920,0,1,2
PARALiA,40960,40960,40960,4,1.893263,72593.698501,0,1,2
PARALiA,40960,40960,40960,4,1.908132,72028.008533,0,1,2
PARALiA,40960,40960,40960,4,1.890760,72689.786195,0,1,2
PARALiA,40960,40960,40960,4,1.893912,72568.814120,0,1,2
PARALiA,40960,40960,40960,4,1.893252,72594.119023,0,1,2
PARALiA,40960,40960,40960,4,1.907737,72042.924297,0,1,2
PARALiA,40960,40960,40960,4,1.891533,72660.091517,0,1,2
PARALiA,40960,40960,40960,4,1.895882,72493.415390,0,1,2
PARALiA,40960,40960,40960,4,1.891039,72679.072789,0,1,2
PARALiA,40960,40960,40960,4,1.891575,72658.470507,0,1,2
PARALiA,40960,40960,40960,4,1.889309,72745.622132,0,1,2
PARALiA,40960,40960,40960,4,1.906621,72085.094501,0,1,2
PARALiA,40960,40960,40960,4,1.888001,72796.018652,0,1,2
PARALiA,40960,40960,40960,4,1.889056,72755.363445,0,1,2
PARALiA,40960,40960,40960,4,1.889653,72732.377764,0,1,2
PARALiA,40960,40960,40960,4,1.893952,72567.288531,0,1,2
PARALiA,40960,40960,40960,4,1.888156,72790.034663,0,1,2
PARALiA,40960,40960,40960,4,1.890708,72691.784425,0,1,2
PARALiA,40960,40960,40960,4,1.893348,72590.435053,0,1,2
PARALiA,40960,40960,40960,4,1.888891,72761.718281,0,1,2
PARALiA,40960,40960,40960,4,1.891050,72678.651283,0,1,2
PARALiA,40960,40960,40960,4,1.888982,72758.210128,0,1,2
PARALiA,40960,40960,40960,4,1.906395,72093.640858,0,1,2
PARALiA,40960,40960,40960,4,1.890481,72700.521096,0,1,2
PARALiA,40960,40960,40960,4,1.892419,72626.065487,0,1,2
PARALiA,40960,40960,40960,4,1.891116,72676.104021,0,1,2
PARALiA,40960,40960,40960,4,1.890914,72683.874644,0,1,2
PARALiA,45056,45056,45056,4,2.528161,72357.434330,0,1,2
PARALiA,45056,45056,45056,4,2.528754,72340.467823,0,1,2
PARALiA,45056,45056,45056,4,2.528572,72345.672222,0,1,2
PARALiA,45056,45056,45056,4,2.533206,72213.332860,0,1,2
PARALiA,45056,45056,45056,4,2.527164,72385.982210,0,1,2
PARALiA,45056,45056,45056,4,2.525816,72424.614341,0,1,2
PARALiA,45056,45056,45056,4,2.528039,72360.928222,0,1,2
PARALiA,45056,45056,45056,4,2.543219,71929.016193,0,1,2
PARALiA,45056,45056,45056,4,2.530602,72287.640901,0,1,2
PARALiA,45056,45056,45056,4,2.530777,72282.642325,0,1,2
PARALiA,45056,45056,45056,4,2.538619,72059.353564,0,1,2
PARALiA,45056,45056,45056,4,2.533116,72215.895241,0,1,2
PARALiA,45056,45056,45056,4,2.540607,72002.969696,0,1,2
PARALiA,45056,45056,45056,4,2.538199,72071.280000,0,1,2
PARALiA,45056,45056,45056,4,2.527073,72388.591006,0,1,2
PARALiA,45056,45056,45056,4,2.532986,72219.599801,0,1,2
PARALiA,45056,45056,45056,4,2.533958,72191.902978,0,1,2
PARALiA,45056,45056,45056,4,2.529254,72326.168107,0,1,2
PARALiA,45056,45056,45056,4,2.529082,72331.084062,0,1,2
PARALiA,45056,45056,45056,4,2.530711,72284.528627,0,1,2
PARALiA,45056,45056,45056,4,2.541706,71971.840212,0,1,2
PARALiA,45056,45056,45056,4,2.527698,72370.688340,0,1,2
PARALiA,45056,45056,45056,4,2.529852,72309.073151,0,1,2
PARALiA,45056,45056,45056,4,2.528121,72358.580726,0,1,2
PARALiA,45056,45056,45056,4,2.532819,72224.365307,0,1,2
PARALiA,45056,45056,45056,4,2.542227,71957.085235,0,1,2
PARALiA,45056,45056,45056,4,2.527650,72372.067254,0,1,2
PARALiA,45056,45056,45056,4,2.528703,72341.927434,0,1,2
PARALiA,45056,45056,45056,4,2.533821,72195.808873,0,1,2
PARALiA,45056,45056,45056,4,2.533089,72216.663311,0,1,2
PARALiA,45056,45056,45056,4,2.528648,72343.496242,0,1,2
PARALiA,45056,45056,45056,4,2.529983,72305.332151,0,1,2
PARALiA,45056,45056,45056,4,2.527861,72366.019536,0,1,2
PARALiA,45056,45056,45056,4,2.542286,71955.418425,0,1,2
PARALiA,45056,45056,45056,4,2.534866,72166.046430,0,1,2
PARALiA,45056,45056,45056,4,2.526114,72416.069906,0,1,2
PARALiA,45056,45056,45056,4,2.527438,72378.136467,0,1,2
PARALiA,45056,45056,45056,4,2.528107,72358.976514,0,1,2
PARALiA,45056,45056,45056,4,2.529440,72320.843811,0,1,2
PARALiA,45056,45056,45056,4,2.529187,72328.083954,0,1,2
PARALiA,45056,45056,45056,4,2.531178,72271.190428,0,1,2
PARALiA,45056,45056,45056,4,2.545448,71866.036764,0,1,2
PARALiA,45056,45056,45056,4,2.526964,72391.712248,0,1,2
PARALiA,45056,45056,45056,4,2.529298,72324.906839,0,1,2
PARALiA,45056,45056,45056,4,2.529272,72325.656777,0,1,2
PARALiA,45056,45056,45056,4,2.530237,72298.062500,0,1,2
PARALiA,45056,45056,45056,4,2.526060,72417.614591,0,1,2
PARALiA,45056,45056,45056,4,2.528421,72349.990464,0,1,2
PARALiA,45056,45056,45056,4,2.528691,72342.275294,0,1,2
