Algo,M,N,K,dRow,dCol,TotalNodes,TotalGPUs,DecompositionTime,ExecutionTime,GatherTime,GFlops,ALoc,BLoc,CLoc
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.209035,0.000000,142018.112510,0,1,2
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.210023,0.000000,141350.582834,0,1,2
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.209594,0.000000,141639.402410,0,1,2
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.208999,0.000000,142042.793192,0,1,2
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.208868,0.000000,142132.153223,0,1,2
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.209244,0.000000,141876.334866,0,1,2
PARALiA-Sequential,24576,24576,24576,2,1,2,8,0.000000,0.210324,0.000000,141147.995406,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.336040,0.000000,140285.518419,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.334948,0.000000,140743.131553,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.336184,0.000000,140225.562038,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.335993,0.000000,140305.305369,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.335017,0.000000,140713.841682,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.334701,0.000000,140846.651984,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.336577,0.000000,140061.908347,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.336125,0.000000,140249.892103,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.335875,0.000000,140354.338551,0,1,2
PARALiA-Sequential,28672,28672,28672,2,1,2,8,0.000000,0.335671,0.000000,140439.804893,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.964081,0.000000,286622.631173,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.967521,0.000000,286121.464691,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.967172,0.000000,286172.159315,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.967386,0.000000,286141.023877,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.968674,0.000000,285953.863060,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.990931,0.000000,282757.093652,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.985495,0.000000,283531.309221,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.968222,0.000000,286019.590173,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.967685,0.000000,286097.625850,0,1,2
PARALiA-Sequential,65536,65536,65536,2,2,4,16,0.000000,1.969380,0.000000,285851.410979,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.496272,0.000000,141794.586280,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.499563,0.000000,140860.698363,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.498284,0.000000,141222.248127,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.499242,0.000000,140951.273945,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.497565,0.000000,141426.226725,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.499004,0.000000,141018.407741,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.511184,0.000000,137658.431289,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.498893,0.000000,141049.885359,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.500478,0.000000,140603.185037,0,1,2
PARALiA-Sequential,32768,32768,32768,2,1,2,8,0.000000,0.499346,0.000000,140921.869684,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.706681,0.000000,141779.733125,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.703283,0.000000,142464.719692,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.705834,0.000000,141949.806782,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.696300,0.000000,143893.418906,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.703680,0.000000,142384.325960,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.713946,0.000000,140336.952153,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.700979,0.000000,142933.030147,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.700635,0.000000,143003.055024,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.696928,0.000000,143763.836972,0,1,2
PARALiA-Sequential,36864,36864,36864,2,1,2,8,0.000000,0.700778,0.000000,142973.937033,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.969131,0.000000,141816.690041,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.977730,0.000000,140569.485105,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.967337,0.000000,142079.775656,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.966704,0.000000,142172.743980,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.973548,0.000000,141173.302855,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.970004,0.000000,141689.107696,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.969728,0.000000,141729.314982,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.971726,0.000000,141438.039064,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.971095,0.000000,141529.832666,0,1,2
PARALiA-Sequential,40960,40960,40960,2,1,2,8,0.000000,0.971000,0.000000,141543.654775,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.292934,0.000000,141485.359602,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.290132,0.000000,141792.648705,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.287082,0.000000,142128.639567,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.289853,0.000000,141823.365270,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.290149,0.000000,141790.806712,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.288945,0.000000,141923.186406,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.287484,0.000000,142084.282518,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.287373,0.000000,142096.591933,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.295057,0.000000,141253.395395,0,1,2
PARALiA-Sequential,45056,45056,45056,2,1,2,8,0.000000,1.292218,0.000000,141563.810973,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.646076,0.000000,144279.169885,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.648488,0.000000,144068.076341,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.645255,0.000000,144351.209028,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.649680,0.000000,143963.987052,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.652504,0.000000,143717.951691,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.653579,0.000000,143624.559546,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.672420,0.000000,142006.537796,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.674504,0.000000,141829.749810,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.649681,0.000000,143963.866623,0,1,2
PARALiA-Sequential,49152,49152,49152,2,1,2,8,0.000000,1.657946,0.000000,143246.208654,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.141362,0.000000,141009.945558,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.120103,0.000000,142423.904214,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.126811,0.000000,141974.681165,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.132245,0.000000,141612.894399,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.122017,0.000000,142295.443392,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.123934,0.000000,142167.046152,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.119664,0.000000,142453.387404,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.121879,0.000000,142304.707273,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.122039,0.000000,142293.963533,0,1,2
PARALiA-Sequential,53248,53248,53248,2,1,2,8,0.000000,2.147917,0.000000,140579.614812,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.648000,0.000000,142421.620366,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.651993,0.000000,142207.219642,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.643837,0.000000,142645.878411,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.662120,0.000000,141666.199343,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.672542,0.000000,141113.752974,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.656273,0.000000,141978.034490,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.653051,0.000000,142150.464731,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.668719,0.000000,141315.945202,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.657027,0.000000,141937.766307,0,1,2
PARALiA-Sequential,57344,57344,57344,2,1,2,8,0.000000,2.660194,0.000000,141768.774475,0,1,2
