Algo,M,N,K,TileRows,TileColumns,dRow,dCol,TotalNodes,TotalGPUs,DecompositionTime,ExecutionTime,GatherTime,GFlops,DataLocation
SLATE,20480,20480,20480,1024,1024,2,2,1,4,0.190388,1.456891,0.922865,11792.144146,devices
SLATE,20480,20480,20480,1024,1024,2,2,1,4,0.190388,1.457926,0.912507,11783.770516,devices
SLATE,20480,20480,20480,1024,1024,2,2,1,4,0.190388,1.442507,0.913248,11909.733983,devices
SLATE,20480,20480,20480,1024,1024,2,2,1,4,0.190388,1.504409,0.916779,11419.678700,devices
SLATE,20480,20480,20480,1024,1024,2,2,1,4,0.190388,1.538353,0.915152,11167.703584,devices
SLATE,20480,20480,20480,1024,1024,2,2,1,4,0.190388,1.456516,0.914489,11795.182390,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,4.056502,1.800489,7318.328497,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,2.751970,1.332058,10787.478355,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,2.285301,1.323668,12990.329508,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,1.990098,1.321939,14917.263638,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,1.997170,1.322927,14864.439510,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,2.001208,1.324402,14834.445931,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,1.912724,1.322258,15520.700993,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,1.922427,1.328570,15442.364565,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,2.011597,1.321631,14757.832062,devices
SLATE,24576,24576,24576,1024,1024,2,2,1,4,0.151435,1.927419,1.323096,15402.366567,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,5.662290,2.464729,8325.529617,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,3.851044,1.797446,12241.241656,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,3.211457,1.798683,14679.180460,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.784348,1.792591,16930.915904,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.749198,1.791587,17147.388531,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.676612,1.787771,17612.396938,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.679898,1.787892,17590.802478,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.713258,1.795099,17374.524236,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.676759,1.793272,17611.434511,devices
SLATE,28672,28672,28672,1024,1024,2,2,1,4,0.065869,2.650231,1.796841,17787.716369,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,7.289373,3.236204,9653.606993,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,5.272275,2.354636,13346.942074,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.217766,2.349356,21868.820772,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.163367,2.355956,22244.889541,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.003253,2.349190,23430.838432,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.074631,2.346043,22886.894522,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.011152,2.349692,23369.377990,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.029026,2.345452,23231.472689,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,2.998195,2.342353,23470.371747,devices
SLATE,32768,32768,32768,1024,1024,2,2,1,4,0.160566,3.029639,2.343873,23226.776205,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,9.410915,4.211879,10646.467393,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,6.674397,2.994883,15011.542296,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,4.235356,2.966320,23656.331691,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,4.168891,2.964452,24033.491118,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,4.007260,2.964603,25002.866080,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,4.020768,2.969794,24918.868617,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,3.976824,2.966575,25194.227357,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,4.023883,2.976566,24899.582633,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,3.986350,2.969842,25134.018165,devices
SLATE,36864,36864,36864,1024,1024,2,2,1,4,0.152579,3.985202,2.965970,25141.257069,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,11.999293,5.120765,11453.920849,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,8.118305,3.692057,16929.513006,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.511967,3.661585,24934.648055,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.377476,3.666121,25558.265499,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.228409,3.664674,26286.956770,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.131058,3.656804,26785.696072,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.287275,3.662353,25994.290295,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.115108,3.667417,26869.217710,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.232698,3.652852,26265.407482,devices
SLATE,40960,40960,40960,1024,1024,2,2,1,4,0.131872,5.143699,3.670513,26719.866784,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,14.749637,6.214846,12402.423866,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,10.022577,4.453957,18251.916874,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.809712,4.432415,26863.284942,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.684342,4.431796,27367.128932,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.574202,4.446456,27825.621223,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.538011,4.431894,27979.646725,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.529471,4.433338,28016.243589,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.529508,4.433060,28016.084532,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.536794,4.426341,27984.857759,devices
SLATE,45056,45056,45056,1024,1024,2,2,1,4,0.215339,6.518130,4.463276,28064.991116,devices
