Algo,M,N,K,TotalGPUs,DataLocation,TileRows,TileColumns,dRow,dCol,TotalNodes,DecompositionTime,HostToDeviceTime,GatherTime,ExecutionTime,GFlops,PlotOrder,ALoc,BLoc,CLoc,Performance (Tflops),shape
SLATE,32768,32768,8192,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.840975,,2.4231991,1.2542407,14045.238884,2.0,,,,13.71605359765625,"Fat-thin
( M = N >> K )"
SLATE,32768,32768,8192,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.775734,,2.3918058,0.9251426,19060.471903999998,2.0,,,,18.613742093749998,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,2304,2,devices,1024.0,1024.0,2.0,1.0,1.0,0.575329,,4.4678382,0.9153873000000001,6876.803540700001,2.0,,,,6.715628457714844,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,2304,4,devices,1024.0,1024.0,2.0,2.0,1.0,0.754866,,4.3090225,0.6843499,9167.089311,2.0,,,,8.952235655273437,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,2304,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.763388,,3.1726596000000002,0.5725282,10953.7658567,2.0,,,,10.697036969433594,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,2304,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.778239,,2.7697015,0.3889388,16211.534961899999,2.0,,,,15.831577111230468,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,4608,2,devices,1024.0,1024.0,2.0,1.0,1.0,0.618438,,4.1137646000000005,1.4194667,9701.3476949,2.0,,,,9.47397235830078,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,4608,4,devices,1024.0,1024.0,2.0,2.0,1.0,0.763817,,3.9298854,1.1517379,10881.1692379,2.0,,,,10.626141833886718,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,4608,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.76295,,3.1006454999999997,0.9402455,13330.9673109,2.0,,,,13.01852276455078,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,4608,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.785624,,3.0005203000000003,0.6813345,18437.52452,2.0,,,,18.0053950390625,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,9216,2,devices,1024.0,1024.0,2.0,1.0,1.0,0.562311,,4.1047325,1.9545611,12862.8492842,2.0,,,,12.561376254101562,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,9216,4,devices,1024.0,1024.0,2.0,2.0,1.0,0.768313,,3.9641458999999997,1.9345385,13011.3804536,2.0,,,,12.70642622421875,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,9216,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.780522,,3.0977883999999998,1.6902411000000002,14830.6864539,2.0,,,,14.483092240136719,"Fat-thin
( M = N >> K )"
SLATE,36864,36864,9216,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.903732,,3.0281247000000002,1.2778677,19669.414250499998,2.0,,,,19.208412354003904,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,2560,2,devices,1024.0,1024.0,2.0,1.0,1.0,0.48546199999999995,,5.3207956,1.0538294000000001,8160.2096166,2.0,,,,7.968954703710938,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,2560,4,devices,1024.0,1024.0,2.0,2.0,1.0,0.758292,,5.3429121,0.8217095999999999,10454.9123012,2.0,,,,10.209875294140625,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,2560,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.758093,,4.2263908,0.6387074,13463.001215,2.0,,,,13.147462124023438,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,2560,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.784199,,3.8097203,0.4999789,17918.2758362,2.0,,,,17.49831624628906,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,5120,2,devices,1024.0,1024.0,2.0,1.0,1.0,0.688868,,5.0922646,1.437532,12135.488581399999,2.0,,,,11.851063067773437,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,5120,4,devices,1024.0,1024.0,2.0,2.0,1.0,0.770858,,4.9389102000000005,1.3105686,13172.797511100001,2.0,,,,12.864060069433595,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,5120,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.804076,,3.8311954,1.0359769,16638.686941699998,2.0,,,,16.248717716503904,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,5120,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.805114,,3.7613844999999997,0.7375255000000001,23410.9993852,2.0,,,,22.862304087109376,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,10240,2,devices,1024.0,1024.0,2.0,1.0,1.0,0.525642,,5.0545414,2.4439329,14200.581039599998,2.0,,,,13.867754921484373,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,10240,4,devices,1024.0,1024.0,2.0,2.0,1.0,0.791858,,4.9226706,2.3319710999999996,14774.8561478,2.0,,,,14.428570456835937,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,10240,8,devices,1024.0,1024.0,4.0,2.0,2.0,0.8111080000000002,,3.8408178,2.0288443000000003,16944.5556128,2.0,,,,16.547417590625,"Fat-thin
( M = N >> K )"
SLATE,40960,40960,10240,16,devices,1024.0,1024.0,4.0,4.0,4.0,0.767828,,3.7707089,1.5093121999999999,22872.3401001,2.0,,,,22.336269629003905,"Fat-thin
( M = N >> K )"
